seq	pos	mod	bio	strand	depth	gene	sample_group	seq_tech	lap_type
5	3916360	D	CDS	-	864	AT5G12120	Col0_NT	GMUCT	CDS
5	4387600	m1A|m1I|ms2i6A	CDS	-	882.5	AT5G13630	Col0_NT	GMUCT	CDS
5	5639933	i6A|t6A	CDS	-	107.5	AT5G17160	Col0_NT	GMUCT	CDS
5	5725669	D	CDS	-	111	AT5G17380	Col0_NT	GMUCT	CDS
5	6215319	D	CDS	+	122.5	AT5G18640	Col0_NT	GMUCT	CDS
5	6836062	D	CDS	+	506.5	AT5G20250	Col0_NT	GMUCT	CDS
5	6851749	m1A|m1I|ms2i6A	CDS	-	700	AT5G20290	Col0_NT	GMUCT	CDS
5	7736923	i6A|t6A	CDS	-	172.5	AT5G23060	Col0_NT	GMUCT	CDS
5	7736924	m1G	CDS	-	180	AT5G23060	Col0_NT	GMUCT	CDS
5	9817092	D	CDS	+	826	AT5G27720	Col0_NT	GMUCT	CDS
5	9817094	m1G	CDS	+	729.5	AT5G27720	Col0_NT	GMUCT	CDS
5	16781171	Y	CDS	+	205	AT5G41920	Col0_NT	GMUCT	CDS
5	17170621	m1G	CDS	-	448.5	AT5G42820	Col0_NT	GMUCT	CDS
5	17170622	m1G	CDS	-	479.5	AT5G42820	Col0_NT	GMUCT	CDS
5	18699645	D	CDS	+	1626.5	AT5G46110	Col0_NT	GMUCT	CDS
5	18989026	m1G	CDS	-	161	AT5G46800	Col0_NT	GMUCT	CDS
5	18989027	m1G	CDS	-	163	AT5G46800	Col0_NT	GMUCT	CDS
5	19170501	Y	CDS	-	324.5	AT5G47210	Col0_NT	GMUCT	CDS
5	19170502	i6A|t6A	CDS	-	361	AT5G47210	Col0_NT	GMUCT	CDS
5	19170503	m1A|m1I|ms2i6A	CDS	-	444	AT5G47210	Col0_NT	GMUCT	CDS
5	20245782	Y	CDS	+	134	AT5G49810	Col0_NT	GMUCT	CDS
5	21765311	D	CDS	-	100.5	AT5G53580	Col0_NT	GMUCT	CDS
5	22688838	Y	CDS	+	496	AT5G56030	Col0_NT	GMUCT	CDS
5	23443267	D	CDS	+	517.5	AT5G57870	Col0_NT	GMUCT	CDS
5	25111556	m1G	CDS	+	298.5	AT5G62560	Col0_NT	GMUCT	CDS
5	25704531	D	CDS	+	218	AT5G64260	Col0_NT	GMUCT	CDS
5	26052527	i6A|t6A	CDS	-	301.5	AT5G65207	Col0_NT	GMUCT	CDS
5	26052528	m1G	CDS	-	315	AT5G65207	Col0_NT	GMUCT	CDS
5	26149948	D	CDS	-	324	AT5G65430	Col0_NT	GMUCT	CDS
5	26300031	D	CDS	+	348	AT5G65730	Col0_NT	GMUCT	CDS
Pt	25829	m1G	CDS	-	230	ATCG00190	Col0_NT	GMUCT	CDS
Pt	33750	m1A|m1I|ms2i6A	CDS	+	1138.5	ATCG00270	Col0_NT	GMUCT	CDS
Pt	33751	m3C	CDS	+	1137	ATCG00270	Col0_NT	GMUCT	CDS
Pt	127359	m1G	CDS	-	146.5	ATCG01130	Col0_NT	GMUCT	CDS
1	50505	Y	exon	-	390.5	AT1G01100.2.exon3	Col0_NT	GMUCT	exon
1	50508	Y	exon	-	669	AT1G01100.2.exon3	Col0_NT	GMUCT	exon
1	118628	m1A|m1I|ms2i6A	exon	+	1009.5	AT1G01300.1.exon1	Col0_NT	GMUCT	exon
1	225838	Y	exon	-	446	AT1G01620.1.exon4	Col0_NT	GMUCT	exon
1	296472	m1A|m1I|ms2i6A	exon	-	166	AT1G01820.1.exon7	Col0_NT	GMUCT	exon
1	388303	m1A|m1I|ms2i6A	exon	-	276	AT1G02090.1.exon7	Col0_NT	GMUCT	exon
1	1142842	Y	exon	-	899.5	AT1G04270.1.exon2	Col0_NT	GMUCT	exon
1	1142844	m1G	exon	-	1071.5	AT1G04270.1.exon2	Col0_NT	GMUCT	exon
1	1828857	i6A|t6A	exon	-	986.5	AT1G06040.1.exon3	Col0_NT	GMUCT	exon
1	1828858	m1G	exon	-	1079.5	AT1G06040.1.exon3	Col0_NT	GMUCT	exon
1	1828859	m1A|m1I|ms2i6A	exon	-	1229.5	AT1G06040.1.exon3	Col0_NT	GMUCT	exon
1	1828860	m3C	exon	-	1355.5	AT1G06040.1.exon3	Col0_NT	GMUCT	exon
1	2130255	m1A|m1I|ms2i6A	exon	-	246.5	AT1G06950.1.exon15	Col0_NT	GMUCT	exon
1	2130256	m1G	exon	-	264	AT1G06950.1.exon15	Col0_NT	GMUCT	exon
1	2710272	m1G	exon	-	116	AT1G08560.1.exon2	Col0_NT	GMUCT	exon
1	2928698	Y	exon	+	1178	AT1G09070.1.exon1	Col0_NT	GMUCT	exon
1	2928699	m1G	exon	+	819	AT1G09070.1.exon1	Col0_NT	GMUCT	exon
1	3159258	m1G	exon	-	482.5	AT1G09760.1.exon8	Col0_NT	GMUCT	exon
1	3159259	m1G	exon	-	539	AT1G09760.1.exon8	Col0_NT	GMUCT	exon
1	3159260	Y	exon	-	616.5	AT1G09760.1.exon8	Col0_NT	GMUCT	exon
1	3159261	D	exon	-	652	AT1G09760.1.exon8	Col0_NT	GMUCT	exon
1	3564529	Y	exon	+	152	AT1G10720.1.exon3	Col0_NT	GMUCT	exon
1	3755759	m1G	exon	-	331.5	AT1G11210.1.exon2	Col0_NT	GMUCT	exon
1	3755760	m1A|m1I|ms2i6A	exon	-	392	AT1G11210.1.exon2	Col0_NT	GMUCT	exon
1	3755761	m1A|m1I|ms2i6A	exon	-	419.5	AT1G11210.1.exon2	Col0_NT	GMUCT	exon
1	3755762	D	exon	-	466	AT1G11210.1.exon2	Col0_NT	GMUCT	exon
1	4002927	m1G	exon	+	220.5	AT1G11860.1.exon4	Col0_NT	GMUCT	exon
1	4090037	Y	exon	-	4227	AT1G12090.1.exon1	Col0_NT	GMUCT	exon
1	4353401	m1G	exon	+	132.5	AT1G12770.1.exon2	Col0_NT	GMUCT	exon
1	4543241	Y	exon	+	537.5	AT1G13260.1.exon1	Col0_NT	GMUCT	exon
1	4543242	D	exon	+	500	AT1G13260.1.exon1	Col0_NT	GMUCT	exon
1	5414166	Y	exon	+	153	AT1G15740.1.exon15	Col0_NT	GMUCT	exon
1	5541553	Y	exon	+	162	AT1G16180.1.exon4	Col0_NT	GMUCT	exon
1	6568536	Y	exon	+	302.5	AT1G19020.1.exon1	Col0_NT	GMUCT	exon
1	6943621	D	exon	+	654	AT1G20020.1.exon3	Col0_NT	GMUCT	exon
1	7084691	Y	exon	-	364.5	AT1G20440.1.exon2	Col0_NT	GMUCT	exon
1	7145233	m1G	exon	+	564.5	AT1G20620.4.exon3	Col0_NT	GMUCT	exon
1	7145758	m3C	exon	+	7788.5	AT1G20620.4.exon4	Col0_NT	GMUCT	exon
1	7145759	Y	exon	+	7363	AT1G20620.4.exon4	Col0_NT	GMUCT	exon
1	7145760	i6A|t6A	exon	+	5756.5	AT1G20620.4.exon4	Col0_NT	GMUCT	exon
1	7145761	m3C	exon	+	5174	AT1G20620.4.exon4	Col0_NT	GMUCT	exon
1	7875732	D	exon	+	968.5	AT1G22280.1.exon6	Col0_NT	GMUCT	exon
1	7895351	D	exon	-	446	AT1G22360.1.exon2	Col0_NT	GMUCT	exon
1	8003963	i6A|t6A	exon	+	592	AT1G22630.1.exon3	Col0_NT	GMUCT	exon
1	8003965	i6A|t6A	exon	+	474	AT1G22630.1.exon3	Col0_NT	GMUCT	exon
1	8006990	m1G	exon	+	919	AT1G22640.1.exon3	Col0_NT	GMUCT	exon
1	8006991	m1A|m1I|ms2i6A	exon	+	910	AT1G22640.1.exon3	Col0_NT	GMUCT	exon
1	8027840	m1A|m1I|ms2i6A	exon	+	155.5	AT1G22690.1.exon4	Col0_NT	GMUCT	exon
1	8052263	Y	exon	+	125	AT1G22750.2.exon7	Col0_NT	GMUCT	exon
1	8064916	Y	exon	+	136.5	AT1G22770.1.exon10	Col0_NT	GMUCT	exon
1	8338385	D	exon	+	1838	AT1G23490.1.exon7	Col0_NT	GMUCT	exon
1	8756366	m3C	exon	-	255	AT1G05913.1.exon1	Col0_NT	GMUCT	exon
1	8756366	m3C	exon	-	255	AT1G05917.1.exon1	Col0_NT	GMUCT	exon
1	8861287	m1A|m1I|ms2i6A	exon	+	378	AT1G25275.1.exon3	Col0_NT	GMUCT	exon
1	9089714	D	exon	-	134	AT1G26270.1.exon2	Col0_NT	GMUCT	exon
1	9404166	D	exon	-	1003	AT1G27090.1.exon4	Col0_NT	GMUCT	exon
1	9404168	Y	exon	-	1341	AT1G27090.1.exon4	Col0_NT	GMUCT	exon
1	11468820	i6A|t6A	exon	+	350	AT1G31930.1.exon9	Col0_NT	GMUCT	exon
1	11535660	Y	exon	-	193	AT1G32070.2.exon4	Col0_NT	GMUCT	exon
1	12157175	m1G	exon	-	236.5	AT1G33520.1.exon1	Col0_NT	GMUCT	exon
1	13027090	m1A|m1I|ms2i6A	exon	+	316.5	AT1G35420.1.exon3	Col0_NT	GMUCT	exon
1	13027091	m1G	exon	+	318	AT1G35420.1.exon3	Col0_NT	GMUCT	exon
1	19128708	D	exon	-	248.5	AT1G51590.2.exon13	Col0_NT	GMUCT	exon
1	19442877	Y	exon	-	127.5	AT1G52200.1.exon3	Col0_NT	GMUCT	exon
1	19475089	Y	exon	-	560	AT1G52300.1.exon4	Col0_NT	GMUCT	exon
1	20154635	D	exon	-	62.5	AT1G54000.1.exon4	Col0_NT	GMUCT	exon
1	20183682	m1A|m1I|ms2i6A	exon	-	430.5	AT1G54080.1.exon12	Col0_NT	GMUCT	exon
1	20356550	Y	exon	+	291.5	AT1G54490.1.exon22	Col0_NT	GMUCT	exon
1	23790582	Y	exon	+	111.5	AT1G64090.1.exon5	Col0_NT	GMUCT	exon
1	23955125	Y	exon	-	325	AT1G64510.1.exon2	Col0_NT	GMUCT	exon
1	23955126	Y	exon	-	326.5	AT1G64510.1.exon2	Col0_NT	GMUCT	exon
1	24052649	D	exon	-	97.5	AT1G64750.1.exon3	Col0_NT	GMUCT	exon
1	24114854	Y	exon	+	273	AT1G64900.1.exon1	Col0_NT	GMUCT	exon
1	24648354	m1G	exon	+	352.5	AT1G66180.1.exon1	Col0_NT	GMUCT	exon
1	24686778	m1A|m1I|ms2i6A	exon	-	1467	AT1G66240.1.exon2	Col0_NT	GMUCT	exon
1	25709918	D	exon	-	278.5	AT1G68520.1.exon1	Col0_NT	GMUCT	exon
1	25734510	Y	exon	-	1743	AT1G68560.1.exon3	Col0_NT	GMUCT	exon
1	25734512	D	exon	-	2017.5	AT1G68560.1.exon3	Col0_NT	GMUCT	exon
1	26563960	Y	exon	-	775	AT1G70490.1.exon7	Col0_NT	GMUCT	exon
1	26564867	m3C	exon	-	1628	AT1G70490.5.exon3	Col0_NT	GMUCT	exon
1	26564868	m1A|m1I|ms2i6A	exon	-	1888.5	AT1G70490.5.exon3	Col0_NT	GMUCT	exon
1	27835334	Y	exon	-	102	AT1G74020.1.exon3	Col0_NT	GMUCT	exon
1	27863785	m1G	exon	+	192	AT1G74090.1.exon1	Col0_NT	GMUCT	exon
1	27991814	D	exon	+	482.5	AT1G74470.1.exon1	Col0_NT	GMUCT	exon
1	28278030	m1G	exon	-	110.5	AT1G75370.1.exon8	Col0_NT	GMUCT	exon
1	28460675	m1G	exon	+	807	AT1G75800.1.exon3	Col0_NT	GMUCT	exon
1	28460677	Y	exon	+	762	AT1G75800.1.exon3	Col0_NT	GMUCT	exon
1	29736523	Y	exon	+	2644	AT1G79040.1.exon3	Col0_NT	GMUCT	exon
1	30073017	D	exon	+	370.5	AT1G79940.1.exon11	Col0_NT	GMUCT	exon
1	30403920	D	exon	-	297.5	AT1G80920.1.exon3	Col0_NT	GMUCT	exon
2	199585	Y	exon	-	291	AT2G01450.1.exon10	Col0_NT	GMUCT	exon
2	199588	Y	exon	-	688	AT2G01450.1.exon10	Col0_NT	GMUCT	exon
2	528840	D	exon	+	1329	AT2G02100.1.exon2	Col0_NT	GMUCT	exon
2	590557	D	exon	-	88.5	AT2G02230.1.exon3	Col0_NT	GMUCT	exon
2	1967588	D	exon	+	18981.5	AT2G05380.1.exon2	Col0_NT	GMUCT	exon
2	1967589	m1G	exon	+	17282	AT2G05380.1.exon2	Col0_NT	GMUCT	exon
2	1967590	m1G	exon	+	16924	AT2G05380.1.exon2	Col0_NT	GMUCT	exon
2	1967591	D	exon	+	15832.5	AT2G05380.1.exon2	Col0_NT	GMUCT	exon
2	5539678	D	exon	-	1501.5	AT2G13360.2.exon4	Col0_NT	GMUCT	exon
2	7764537	m1G	exon	-	524.5	AT2G17870.1.exon1	Col0_NT	GMUCT	exon
2	7764538	m1G	exon	-	546.5	AT2G17870.1.exon1	Col0_NT	GMUCT	exon
2	7764539	m3C	exon	-	580	AT2G17870.1.exon1	Col0_NT	GMUCT	exon
2	7837892	Y	exon	+	1062.5	AT2G18020.1.exon2	Col0_NT	GMUCT	exon
2	7837893	m1G	exon	+	923	AT2G18020.1.exon2	Col0_NT	GMUCT	exon
2	7837894	m1G	exon	+	911	AT2G18020.1.exon2	Col0_NT	GMUCT	exon
2	7898404	D	exon	-	839.5	AT2G18160.1.exon1	Col0_NT	GMUCT	exon
2	8911990	D	exon	-	1425.5	AT2G20670.1.exon3	Col0_NT	GMUCT	exon
2	8911993	Y	exon	-	1621	AT2G20670.1.exon3	Col0_NT	GMUCT	exon
2	9427350	D	exon	-	60	AT2G22170.1.exon2	Col0_NT	GMUCT	exon
2	9527580	D	exon	-	195.5	AT2G22430.1.exon1	Col0_NT	GMUCT	exon
2	9637474	Y	exon	+	107	AT2G22670.2.exon2	Col0_NT	GMUCT	exon
2	10559868	m1G	exon	+	701.5	AT2G24762.1.exon1	Col0_NT	GMUCT	exon
2	11515140	m1G	exon	-	489	AT2G26980.1.exon13	Col0_NT	GMUCT	exon
2	11528709	D	exon	-	258.5	AT2G27020.2.exon9	Col0_NT	GMUCT	exon
2	11820090	m1G	exon	-	926	AT2G27730.1.exon4	Col0_NT	GMUCT	exon
2	12683630	m1G	exon	-	562.5	AT2G29670.1.exon2	Col0_NT	GMUCT	exon
2	13035425	D	exon	+	419.5	AT2G30590.1.exon3	Col0_NT	GMUCT	exon
2	13499546	Y	exon	+	677	AT2G31750.1.exon2	Col0_NT	GMUCT	exon
2	13499547	m1G	exon	+	651.5	AT2G31750.1.exon2	Col0_NT	GMUCT	exon
2	13499548	m3C	exon	+	650	AT2G31750.1.exon2	Col0_NT	GMUCT	exon
2	13499546	Y	exon	+	677	AT2G31751.1.exon3	Col0_NT	GMUCT	exon
2	13499547	m1G	exon	+	651.5	AT2G31751.1.exon3	Col0_NT	GMUCT	exon
2	13499548	m3C	exon	+	650	AT2G31751.1.exon3	Col0_NT	GMUCT	exon
2	13642322	Y	exon	-	191.5	AT2G32080.1.exon5	Col0_NT	GMUCT	exon
2	13789154	i6A|t6A	exon	-	483.5	AT2G32480.1.exon1	Col0_NT	GMUCT	exon
2	13864005	Y	exon	-	1305.5	AT2G32690.1.exon1	Col0_NT	GMUCT	exon
2	13864006	m1G	exon	-	1387	AT2G32690.1.exon1	Col0_NT	GMUCT	exon
2	13864007	m1G	exon	-	1743.5	AT2G32690.1.exon1	Col0_NT	GMUCT	exon
2	13864008	m3C	exon	-	1821	AT2G32690.1.exon1	Col0_NT	GMUCT	exon
2	13864034	m1G	exon	-	2945.5	AT2G32690.1.exon1	Col0_NT	GMUCT	exon
2	13864035	i6A|t6A	exon	-	3024	AT2G32690.1.exon1	Col0_NT	GMUCT	exon
2	13864071	i6A|t6A	exon	-	4635	AT2G32690.1.exon1	Col0_NT	GMUCT	exon
2	13864072	m1G	exon	-	4972.5	AT2G32690.1.exon1	Col0_NT	GMUCT	exon
2	13864073	m1G	exon	-	5728	AT2G32690.1.exon1	Col0_NT	GMUCT	exon
2	13864074	m3C	exon	-	6212	AT2G32690.1.exon1	Col0_NT	GMUCT	exon
2	14532890	m1G	exon	-	3305	AT2G34480.1.exon4	Col0_NT	GMUCT	exon
2	14532891	Y	exon	-	3288	AT2G34480.1.exon4	Col0_NT	GMUCT	exon
2	14532892	Y	exon	-	3290.5	AT2G34480.1.exon4	Col0_NT	GMUCT	exon
2	14851627	m1G	exon	+	540.5	AT2G35260.1.exon9	Col0_NT	GMUCT	exon
2	14851628	m1G	exon	+	540	AT2G35260.1.exon9	Col0_NT	GMUCT	exon
2	14851629	m1G	exon	+	536.5	AT2G35260.1.exon9	Col0_NT	GMUCT	exon
2	15029581	Y	exon	-	2545	AT2G08765.1.exon1	Col0_NT	GMUCT	exon
2	15166073	D	exon	+	1283.5	AT2G36120.1.exon1	Col0_NT	GMUCT	exon
2	15170505	m3C	exon	+	1250.5	AT2G36160.1.exon3	Col0_NT	GMUCT	exon
2	15170506	m1A|m1I|ms2i6A	exon	+	1237.5	AT2G36160.1.exon3	Col0_NT	GMUCT	exon
2	15170507	m3C	exon	+	1147.5	AT2G36160.1.exon3	Col0_NT	GMUCT	exon
2	15170508	m3C	exon	+	1070	AT2G36160.1.exon3	Col0_NT	GMUCT	exon
2	15635367	m1A|m1I|ms2i6A	exon	-	642.5	AT2G37220.1.exon3	Col0_NT	GMUCT	exon
2	16571321	Y	exon	-	715.5	AT2G39730.1.exon6	Col0_NT	GMUCT	exon
2	16645250	D	exon	+	321.5	AT2G39870.1.exon4	Col0_NT	GMUCT	exon
2	16659209	Y	exon	+	132	AT2G39900.1.exon2	Col0_NT	GMUCT	exon
2	16915140	D	exon	+	576.5	AT2G40490.1.exon6	Col0_NT	GMUCT	exon
2	17376544	m1A|m1I|ms2i6A	exon	-	500.5	AT2G41680.1.exon9	Col0_NT	GMUCT	exon
2	17376547	m1A|m1I|ms2i6A	exon	-	599	AT2G41680.1.exon9	Col0_NT	GMUCT	exon
2	17946179	m1G	exon	+	54.5	AT2G43150.1.exon1	Col0_NT	GMUCT	exon
2	17946227	m1G	exon	+	597	AT2G43150.1.exon1	Col0_NT	GMUCT	exon
2	17946230	m1G	exon	+	604.5	AT2G43150.1.exon1	Col0_NT	GMUCT	exon
2	17946266	m1A|m1I|ms2i6A	exon	+	234.5	AT2G43150.1.exon1	Col0_NT	GMUCT	exon
2	17946314	m1A|m1I|ms2i6A	exon	+	384	AT2G43150.1.exon1	Col0_NT	GMUCT	exon
2	17946344	m1A|m1I|ms2i6A	exon	+	807	AT2G43150.1.exon1	Col0_NT	GMUCT	exon
2	18425891	m1G	exon	+	3617.5	AT2G44670.1.exon2	Col0_NT	GMUCT	exon
2	18425892	m1A|m1I|ms2i6A	exon	+	3477	AT2G44670.1.exon2	Col0_NT	GMUCT	exon
2	18462165	m1A|m1I|ms2i6A	exon	-	210	AT2G44790.1.exon2	Col0_NT	GMUCT	exon
2	18799861	Y	exon	-	395.5	AT2G45640.1.exon6	Col0_NT	GMUCT	exon
2	19181280	m1G	exon	+	807	AT2G46690.1.exon1	Col0_NT	GMUCT	exon
2	19458604	D	exon	+	259.5	AT2G47420.1.exon2	Col0_NT	GMUCT	exon
2	19458606	m1G	exon	+	240	AT2G47420.1.exon2	Col0_NT	GMUCT	exon
2	19473724	D	exon	+	221	AT2G47450.1.exon1	Col0_NT	GMUCT	exon
2	19531553	Y	exon	+	389.5	AT2G47610.1.exon6	Col0_NT	GMUCT	exon
2	19611819	Y	exon	-	91.5	AT2G47900.1.exon4	Col0_NT	GMUCT	exon
3	94184	Y	exon	-	127	AT3G01310.1.exon31	Col0_NT	GMUCT	exon
3	511135	D	exon	+	6459.5	AT3G02470.1.exon3	Col0_NT	GMUCT	exon
3	511137	m1G	exon	+	6012	AT3G02470.1.exon3	Col0_NT	GMUCT	exon
3	569806	m1A|m1I|ms2i6A	exon	+	127.5	AT3G02650.1.exon1	Col0_NT	GMUCT	exon
3	1615416	Y	exon	+	372	AT3G05560.1.exon3	Col0_NT	GMUCT	exon
3	2061988	D	exon	+	63.5	AT3G06610.1.exon4	Col0_NT	GMUCT	exon
3	2117746	m1G	exon	-	2130	AT3G06700.1.exon2	Col0_NT	GMUCT	exon
3	2117747	m1A|m1I|ms2i6A	exon	-	2484.5	AT3G06700.1.exon2	Col0_NT	GMUCT	exon
3	2889525	Y	exon	-	7111.5	AT3G09390.1.exon2	Col0_NT	GMUCT	exon
3	2889526	Y	exon	-	7124.5	AT3G09390.1.exon2	Col0_NT	GMUCT	exon
3	3026832	Y	exon	+	421	AT3G09860.1.exon2	Col0_NT	GMUCT	exon
3	3219140	D	exon	+	252.5	AT3G10370.1.exon6	Col0_NT	GMUCT	exon
3	4384925	m1G	exon	-	807.5	AT3G13460.1.exon9	Col0_NT	GMUCT	exon
3	4384926	m1A|m1I|ms2i6A	exon	-	1435.5	AT3G13460.1.exon9	Col0_NT	GMUCT	exon
3	4384927	m3C	exon	-	1648	AT3G13460.1.exon9	Col0_NT	GMUCT	exon
3	4393439	D	exon	-	72.5	AT3G13480.1.exon1	Col0_NT	GMUCT	exon
3	4731633	i6A|t6A	exon	+	894	AT3G14210.1.exon5	Col0_NT	GMUCT	exon
3	4731634	i6A|t6A	exon	+	882	AT3G14210.1.exon5	Col0_NT	GMUCT	exon
3	5117294	D	exon	+	588.5	AT3G15190.1.exon3	Col0_NT	GMUCT	exon
3	5180918	Y	exon	-	3281	AT3G15353.1.exon3	Col0_NT	GMUCT	exon
3	5180920	m1G	exon	-	5192.5	AT3G15353.1.exon3	Col0_NT	GMUCT	exon
3	5180921	D	exon	-	5918	AT3G15353.1.exon3	Col0_NT	GMUCT	exon
3	5580201	m3C	exon	+	2326.5	AT3G16420.1.exon3	Col0_NT	GMUCT	exon
3	5580203	i6A|t6A	exon	+	2284	AT3G16420.1.exon3	Col0_NT	GMUCT	exon
3	6194142	m1G	exon	+	4276.5	AT3G18080.1.exon12	Col0_NT	GMUCT	exon
3	6314045	m1G	exon	+	1004	AT3G18390.1.exon1	Col0_NT	GMUCT	exon
3	6314046	m1G	exon	+	962	AT3G18390.1.exon1	Col0_NT	GMUCT	exon
3	6314047	i6A|t6A	exon	+	904	AT3G18390.1.exon1	Col0_NT	GMUCT	exon
3	7140754	m1G	exon	-	495	AT3G20470.1.exon1	Col0_NT	GMUCT	exon
3	7140756	Y	exon	-	506.5	AT3G20470.1.exon1	Col0_NT	GMUCT	exon
3	8411252	Y	exon	+	1791	AT3G23450.1.exon1	Col0_NT	GMUCT	exon
3	8411369	m1A|m1I|ms2i6A	exon	+	3301.5	AT3G23450.1.exon1	Col0_NT	GMUCT	exon
3	8411370	m1G	exon	+	3246.5	AT3G23450.1.exon1	Col0_NT	GMUCT	exon
3	8411371	m1G	exon	+	3157	AT3G23450.1.exon1	Col0_NT	GMUCT	exon
3	8411669	m3C	exon	+	1742	AT3G23450.1.exon1	Col0_NT	GMUCT	exon
3	8411672	D	exon	+	1643	AT3G23450.1.exon1	Col0_NT	GMUCT	exon
3	8411771	Y	exon	+	684.5	AT3G23450.1.exon1	Col0_NT	GMUCT	exon
3	8534335	D	exon	+	93.5	AT3G23710.1.exon1	Col0_NT	GMUCT	exon
3	8604969	Y	exon	+	640.5	AT3G23820.1.exon1	Col0_NT	GMUCT	exon
3	8732235	m1G	exon	-	207	AT3G24170.3.exon8	Col0_NT	GMUCT	exon
3	8732236	Y	exon	-	234.5	AT3G24170.3.exon8	Col0_NT	GMUCT	exon
3	9306346	Y	exon	+	237.5	AT3G25597.1.exon1	Col0_NT	GMUCT	exon
3	9796072	Y	exon	+	1273.5	AT3G26650.1.exon4	Col0_NT	GMUCT	exon
3	10319228	Y	exon	+	2844.5	AT3G27830.1.exon1	Col0_NT	GMUCT	exon
3	15406374	Y	exon	+	335	AT3G43520.1.exon1	Col0_NT	GMUCT	exon
3	16528651	Y	exon	+	510	AT3G45140.2.exon7	Col0_NT	GMUCT	exon
3	16907821	Y	exon	-	364.5	AT3G46000.1.exon3	Col0_NT	GMUCT	exon
3	17493909	Y	exon	-	2288.5	AT3G47470.1.exon3	Col0_NT	GMUCT	exon
3	17493912	m3C	exon	-	2871	AT3G47470.1.exon3	Col0_NT	GMUCT	exon
3	18504848	Y	exon	+	3790.5	AT3G49910.1.exon1	Col0_NT	GMUCT	exon
3	18855516	Y	exon	-	682	AT3G50740.1.exon1	Col0_NT	GMUCT	exon
3	18855519	D	exon	-	784.5	AT3G50740.1.exon1	Col0_NT	GMUCT	exon
3	19117986	m1A|m1I|ms2i6A	exon	-	408	AT3G51550.1.exon2	Col0_NT	GMUCT	exon
3	19331332	D	exon	+	531.5	AT3G52120.1.exon7	Col0_NT	GMUCT	exon
3	19422888	D	exon	+	671	AT3G52380.1.exon4	Col0_NT	GMUCT	exon
3	20018196	Y	exon	+	1377	AT3G54050.1.exon3	Col0_NT	GMUCT	exon
3	20018198	Y	exon	+	1113	AT3G54050.1.exon3	Col0_NT	GMUCT	exon
3	21948955	m1A|m1I|ms2i6A	exon	-	626	AT3G59400.1.exon1	Col0_NT	GMUCT	exon
3	22956328	m1G	exon	-	300.5	AT3G61980.1.exon1	Col0_NT	GMUCT	exon
3	22975300	i6A|t6A	exon	+	1229.5	AT3G62030.1.exon7	Col0_NT	GMUCT	exon
3	23052786	m3C	exon	+	2624.5	AT3G62290.2.exon3	Col0_NT	GMUCT	exon
3	23091106	Y	exon	+	504.5	AT3G62410.1.exon1	Col0_NT	GMUCT	exon
3	23326702	m1A|m1I|ms2i6A	exon	+	359	AT3G63130.1.exon2	Col0_NT	GMUCT	exon
4	808616	m1G	exon	-	1233.5	AT4G01870.1.exon1	Col0_NT	GMUCT	exon
4	808617	Y	exon	-	1384.5	AT4G01870.1.exon1	Col0_NT	GMUCT	exon
4	1562490	i6A|t6A	exon	-	1219.5	AT4G03520.1.exon2	Col0_NT	GMUCT	exon
4	6301921	i6A|t6A	exon	-	446.5	AT4G10080.1.exon1	Col0_NT	GMUCT	exon
4	6301922	m1G	exon	-	456.5	AT4G10080.1.exon1	Col0_NT	GMUCT	exon
4	6409461	Y	exon	+	1425.5	AT4G10340.1.exon6	Col0_NT	GMUCT	exon
4	6888845	D	exon	+	4674	AT4G11320.1.exon4	Col0_NT	GMUCT	exon
4	7868714	Y	exon	+	235.5	AT4G13530.1.exon2	Col0_NT	GMUCT	exon
4	7924707	D	exon	+	861	AT4G13615.1.exon2	Col0_NT	GMUCT	exon
4	8345099	D	exon	+	290	AT4G14540.1.exon1	Col0_NT	GMUCT	exon
4	8917551	Y	exon	+	309	AT4G15630.1.exon1	Col0_NT	GMUCT	exon
4	8917555	D	exon	+	252	AT4G15630.1.exon1	Col0_NT	GMUCT	exon
4	9293642	D	exon	-	81	AT4G16490.1.exon2	Col0_NT	GMUCT	exon
4	9714329	D	exon	-	4983.5	AT4G17390.1.exon4	Col0_NT	GMUCT	exon
4	9714330	D	exon	-	5000	AT4G17390.1.exon4	Col0_NT	GMUCT	exon
4	10676219	i6A|t6A	exon	+	115.5	AT4G19600.1.exon8	Col0_NT	GMUCT	exon
4	10941597	D	exon	+	464.5	AT4G20260.10.exon2	Col0_NT	GMUCT	exon
4	10941597	D	exon	+	464.5	AT4G20260.1.exon2	Col0_NT	GMUCT	exon
4	11334454	m1A|m1I|ms2i6A	exon	+	330.5	AT4G21280.1.exon1	Col0_NT	GMUCT	exon
4	11334455	D	exon	+	306.5	AT4G21280.1.exon1	Col0_NT	GMUCT	exon
4	12007282	i6A|t6A	exon	+	311	AT4G22890.4.exon1	Col0_NT	GMUCT	exon
4	12337233	D	exon	-	1230.5	AT4G23680.1.exon1	Col0_NT	GMUCT	exon
4	12505394	Y	exon	+	242	AT4G24060.1.exon2	Col0_NT	GMUCT	exon
4	12766236	m1A|m1I|ms2i6A	exon	-	261	AT4G24770.1.exon4	Col0_NT	GMUCT	exon
4	13076993	Y	exon	-	1003.5	AT4G25640.1.exon7	Col0_NT	GMUCT	exon
